Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds,ID,SMILES
Z645307476,1224024-R-03,E02,320.387,2.731,1,85.670,5,,CC1CCCCC1OCCNc1c(C#N)c(=O)n(C)c(=O)n1C
Z434250312,1224024-R-03,E03,278.350,1.649,3,77.490,4,,CC(CO)NC(=O)Nc1ccc(N2CCCCC2)nc1
Z394931344,1224024-R-03,E04,334.413,0.925,1,74.240,5,,O=C(Cn1cccnc1=O)NCC1(N2CCOCC2)CCCCC1
Z410633082,1224024-R-03,E05,256.325,0.283,3,87.140,2,,Cc1nnc(NC(=O)NC2CCC(O)CC2)s1
Z369929462,1224024-R-03,E06,266.339,2.407,2,70.400,4,,Cc1cc(NC(=O)NCCN2CCCCCC2)no1
Z432544966,1224024-R-03,E07,283.390,0.336,3,74.250,4,,Cc1nc(CCNC(=O)NC2CCC(O)CC2)cs1
Z343399644,1224024-R-03,E08,334.413,-0.019,2,83.560,6,,CC(=O)NC(C(=O)NCc1ccnc(N2CCOCC2)c1)C(C)C
Z511579592,1224024-R-03,E09,285.366,0.988,2,79.380,4,,Cc1nnc(NC(=O)NC(C)CN2CCOCC2)s1
Z319055552,1224024-R-03,E10,286.347,-2.581,1,89.270,4,,Cc1noc(C)c1CC(=O)NCC1CCS(=O)(=O)C1
Z415963572,1224024-R-03,E11,280.366,2.545,2,70.400,4,,Cc1cc(NC(=O)NCC(C)N2CCCCC2C)no1
Z275751176,1224024-R-03,F02,284.378,1.541,2,66.490,4,,CC(C)(CNC(=O)Nc1nccs1)N1CCOCC1
Z641276670,1224024-R-03,F03,328.362,1.300,2,76.740,6,,COc1ccc(OC)c(C(O)Cn2c(CO)nc3ccccc32)c1
Z409670952,1224024-R-03,F04,211.284,2.025,2,54.020,3,,O=C(NCC1CCC1)Nc1nccs1
Z422805054,1224024-R-03,F05,290.238,2.370,1,60.450,5,,O=C(Nc1ccc(OCC(F)(F)F)nc1)C1CCCO1
Z220842940,1224024-R-03,F06,260.292,0.094,1,74.660,4,,CN1N=C(C(=O)NCCc2ccccn2)CCC1=O
Z403318690,1224024-R-03,F07,263.292,-0.247,2,78.510,3,,O=C(Cn1ccccc1=O)NC1CCCCNC1=O
Z414502014,1224024-R-03,F08,286.394,1.743,1,67.230,3,,CC1CCN(S(=O)(=O)NC(C)Cn2cccn2)CC1
Z189055268,1224024-R-03,F09,294.393,1.212,1,59.390,5,,Cc1cc(C)n(CC(=O)NCC(C)(C)N2CCOCC2)n1
Z403717306,1224024-R-03,F10,250.300,-0.738,1,75.940,5,,O=C(Cn1cnnn1)NCC1CCN(C2CC2)C1
Z336503730,1224024-R-03,F11,292.377,1.185,2,66.490,5,,CC(C)CNC(=O)NCc1cccnc1N1CCOCC1
Z335307442,1224024-R-03,G02,330.382,2.372,1,93.510,4,,N#Cc1cn(C2CC2)c(=O)n(CC(=O)NC2CCCCCC2)c1=O
Z435975470,1224024-R-03,G03,294.349,-0.480,3,86.720,5,,CC(CO)NC(=O)NCc1ccnc(N2CCOCC2)c1
Z505873242,1224024-R-03,G04,255.297,-0.017,3,96.010,2,,O=C(Nc1nncs1)NC1CCCCNC1=O
Z409670820,1224024-R-03,G05,268.378,2.435,2,57.260,4,,CC1CCN(CCNC(=O)Nc2nccs2)CC1
Z95522600,1224024-R-03,G06,281.374,0.231,1,62.300,4,,CC(C)(C)NC(=O)Cc1csc(N2CCCC2=O)n1
Z243543130,1224024-R-03,G07,280.346,0.434,1,74.660,4,,Cc1nc(CCNC(=O)C2=NN(C)C(=O)CC2)cs1
Z414501984,1224024-R-03,G08,272.367,1.224,1,67.230,3,,CC(Cn1cccn1)NS(=O)(=O)N1CCCCC1
Z409671354,1224024-R-03,G09,298.404,2.070,2,66.490,5,,CCC(C)(CNC(=O)Nc1nccs1)N1CCOCC1
Z333577858,1224024-R-03,G10,285.363,-1.786,1,81.060,4,,Cc1cc(C)n(CC(=O)NCC2CCS(=O)(=O)C2)n1
Z226855822,1224024-R-03,G11,262.265,0.311,1,93.510,4,,CCn1cc(C#N)c(=O)n(CC(=O)NC2CC2)c1=O
Z505816122,1224024-R-03,H02,265.312,0.106,3,88.050,2,,Cc1cc(NC(=O)NC2CCCCNC2=O)n(C)n1
Z241294302,1224024-R-03,H03,311.400,-1.220,1,79.370,4,,CS(=O)(=O)N1CCC(C(=O)NCCc2ccccn2)CC1
Z486401628,1224024-R-03,H04,252.313,1.848,2,70.400,4,,Cc1cc(NC(=O)NCCN2CCCCC2)no1
Z453676086,1224024-R-03,H05,279.335,1.330,1,63.690,4,,COCC(=O)Nc1ccc(N2CC(C)OC(C)C2)nc1
Z641912962,1224024-R-03,H06,330.382,1.689,2,87.460,4,,Cc1cc2ncn(CC(O)CN3C(=O)NC(C)(C)C3=O)c2cc1C
Z146440488,1224024-R-03,H07,309.361,0.843,2,87.740,7,,O=C(Cn1ccc(=O)[nH]c1=O)NCCCOC1CCCCC1
Z433969572,1224024-R-03,H08,292.377,3.498,2,66.490,5,,COc1ccc(NC(=O)NCCN2CCCCC2C)cn1
Z31371482,1224024-R-03,H09,300.327,2.835,1,47.280,5,,Cc1nc2ccccc2n1CC(O)COc1ccccc1F
Z384457094,1224024-R-03,H10,338.402,0.825,1,82.190,6,,CCC(C)(CNC(=O)Cn1ccc(=O)n(C)c1=O)N1CCOCC1
Z1593011666,1224024-R-03,H11,243.690,0.184,1,58.480,3,,OCCC1COCCN1c1ncc(Cl)cn1
Z1023995040,1224024-R-04,A02,278.413,2.697,1,41.990,5,,CCc1nc(CCNC(=O)C2CC3CCC2C3)cs1
Z111734580,1224024-R-04,A03,323.389,2.808,1,56.150,6,,Cc1cccc(OCCn2c(C(C)NC=O)nc3ccccc32)c1
Z433982410,1224024-R-04,A04,278.307,1.278,2,83.560,4,,COc1ccc(NC(=O)NCC(=O)N2CCCC2)cn1
Z435643478,1224024-R-04,A05,308.376,2.473,2,75.720,5,,COc1ncccc1NC(=O)NCC(C)(C)N1CCOCC1
Z282956700,1224024-R-04,A06,291.346,-0.234,1,71.000,7,,COCCn1nc(C(=O)NC(C2CC2)C2CC2)ccc1=O
Z435571222,1224024-R-04,A07,321.372,0.134,1,80.760,7,,COCCOc1ccc(CNC(=O)[C@@H]2CCCN2C(C)=O)cn1
Z368104478,1224024-R-04,A08,295.444,1.721,1,46.920,6,,Cc1nn(C)c(C)c1CC(=O)NCCSC1CCCC1
Z223814082,1224024-R-04,A09,267.284,-0.040,1,79.700,4,,COCCn1c(N(C)C)nc2c1c(=O)[nH]c(=O)n2C
Z223825808,1224024-R-04,A10,311.337,0.439,1,88.930,7,,COCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1CCOC
Z57841124,1224024-R-04,A11,323.389,1.995,1,56.150,7,,CC(=O)NCCc1nc2ccccc2n1CCOc1ccccc1
Z873302650,1224024-R-04,B02,276.377,2.955,2,57.260,5,,CN(CCNC(=O)Nc1ccccn1)C1CCCCC1
Z111734570,1224024-R-04,B03,323.389,2.808,1,56.150,6,,Cc1ccccc1OCCn1c(C(C)NC=O)nc2ccccc21
Z402801528,1224024-R-04,B04,278.350,-0.085,1,67.230,4,,CC(=O)N1CCCC(C(=O)NC(C)Cn2cccn2)C1
Z409672222,1224024-R-04,B05,268.378,2.326,2,57.260,5,,CCC(CNC(=O)Nc1nccs1)N1CCCC1
Z24430888,1224024-R-04,B06,342.371,-0.449,2,115.890,4,,CN(C)S(=O)(=O)c1ccc(=O)n(CC(=O)NC(=O)NC2CC2)c1
Z821334782,1224024-R-04,B07,305.372,1.015,2,78.510,4,,CNC(=O)c1ccc(=O)n(CC(=O)NC2CCCCC2C)c1
Z434238932,1224024-R-04,B08,343.466,3.111,2,60.500,3,,O=C(Nc1ccc(N2CCCCC2)nc1)NC1CCN2CCCCC12
Z223814114,1224024-R-04,B09,335.401,1.541,1,79.700,5,,CCOCCn1c(N2CCCC(C)C2)nc2c1c(=O)[nH]c(=O)n2C
Z223837836,1224024-R-04,B10,253.258,-0.181,2,88.490,4,,CNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCOC
Z25755516,1224024-R-04,B11,282.337,2.809,1,47.280,5,,Cc1ccccc1OCCn1c(CO)nc2ccccc21
Z993885230,1224024-R-04,C02,224.303,0.258,2,58.950,7,,CC(C)NC(=O)CCNCCn1cccn1
Z111734574,1224024-R-04,C03,343.807,2.932,1,56.150,6,,CC(NC=O)c1nc2ccccc2n1CCOc1ccccc1Cl
Z449211370,1224024-R-04,C04,293.365,-1.908,2,79.260,4,,CC(=O)N1CCC(NC(=O)NCCc2cnn(C)c2)CC1
Z434249504,1224024-R-04,C05,274.361,2.936,2,57.260,4,,O=C(NCC1CC1)Nc1ccc(N2CCCCC2)nc1
Z1277226201,1224024-R-04,C06,343.466,2.335,2,60.500,3,,CN1C2CCCC1CC(NC(=O)Nc1ccc(N3CCCC3)nc1)C2
Z368368416,1224024-R-04,C07,297.373,0.789,2,78.510,6,,O=C(Cn1ccc(=O)[nH]c1=O)NCCSC1CCCC1
Z16215379,1224024-R-04,C08,346.404,2.245,1,82.180,7,,COCCn1c(SCC(=O)Nc2cc(C)on2)nc2ccccc21
Z223824576,1224024-R-04,C09,322.363,-0.130,1,82.940,4,,COCCn1c(N2CCNCC2)nc2c1c(=O)n(C)c(=O)n2C
Z223837874,1224024-R-04,C10,297.310,-0.182,2,97.720,7,,COCCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCOC
Z14508177,1224024-R-04,C11,294.658,1.657,1,49.410,4,,O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)NC1CC1
Z1315610754,1224024-R-04,D02,345.317,-0.369,1,69.720,5,,O=C(Cn1ccccc1=O)NCC1CCN(C(=O)C(F)(F)F)CC1
Z223837850,1224024-R-04,D03,321.375,1.192,1,79.700,4,,COCCn1c(N2CCCCCC2)nc2c1c(=O)[nH]c(=O)n2C
Z336602956,1224024-R-04,D04,318.295,0.521,2,66.490,5,,O=C(NCc1ccc(N2CCOCC2)nc1)NCC(F)(F)F
Z301098172,1224024-R-04,D05,286.301,2.699,1,43.780,3,,Cn1c(=O)n(CC(O)c2ccc(F)cc2)c2ccccc21
Z1543965540,1224024-R-04,D06,311.327,0.915,1,62.300,5,,O=C(CCNC(=O)C(F)(F)c1ccccn1)N1CCCCC1
Z383345750,1224024-R-04,D07,279.335,1.535,1,69.720,3,,CC1CCCC(NC(=O)Cn2ccc(=O)n(C)c2=O)C1
Z16216453,1224024-R-04,D08,265.331,0.944,1,70.140,6,,COCCn1c(SCC(N)=O)nc2ccccc21
Z223824588,1224024-R-04,D09,321.375,1.152,1,79.700,4,,COCCn1c(N2CCC(C)CC2)nc2c1c(=O)[nH]c(=O)n2C
Z223837880,1224024-R-04,D10,267.284,0.348,2,88.490,5,,CCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCOC
Z19024497,1224024-R-04,D11,318.199,0.882,1,61.770,4,,O=C(Cn1ncc(Cl)c(Cl)c1=O)NCC1CCCCC1
Z1352616583,1224024-R-04,E02,286.321,2.778,2,58.950,4,,CC1(C)CCCC1NC(=O)Nc1ccn(CC(F)F)n1
Z411693690,1224024-R-04,E03,252.313,1.117,2,68.180,4,,CCn1cc(NC(=O)NC(C)C2CCCO2)cn1
Z402471278,1224024-R-04,E04,322.426,1.374,2,66.490,4,,O=C(NCC1(N2CCOCC2)CCSC1)Nc1cccnc1
Z237443954,1224024-R-04,E05,295.361,-1.749,2,102.900,7,,NC(=O)Cn1c(SCC(=O)NC2CC2)nnc1C1CC1
Z434526498,1224024-R-04,E06,333.429,2.053,2,69.730,5,,CC(CNC(=O)Nc1cccnc1N1CCCC1)N1CCOCC1
Z382849786,1224024-R-04,E07,291.346,1.680,1,69.720,5,,Cn1c(=O)ccn(CC(=O)NCCC2=CCCCC2)c1=O
Z55848441,1224024-R-04,E08,268.312,-0.083,2,87.900,4,,CCCCn1c(N)c(N2CCOCC2)c(=O)[nH]c1=O
Z223814414,1224024-R-04,E09,343.380,1.728,1,79.700,6,,COCCn1c(N(C)Cc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C
Z223837924,1224024-R-04,E10,335.401,1.671,1,79.700,4,,COCCn1c(N2CC(C)CC(C)C2)nc2c1c(=O)[nH]c(=O)n2C
Z16406805,1224024-R-04,E11,342.356,3.579,1,49.410,5,,CC(NC(=O)Cn1cc(C(F)(F)F)ccc1=O)C1CC2CCC1C2
Z1227932905,1224024-R-04,F02,249.309,1.864,1,64.110,7,,CCCCOCC(=O)Nc1ccc(C2CC2)nn1
Z434200006,1224024-R-04,F03,320.387,1.476,2,75.720,4,,CC(NC(=O)Nc1ccc(N2CCOCC2)nc1)C1CCCO1
Z338493316,1224024-R-04,F04,293.361,0.590,1,71.000,5,,COCCn1nc(C(=O)NC2CCCC(C)C2)ccc1=O
Z317419162,1224024-R-04,F05,295.400,1.515,2,71.090,7,,CC(C)CCNC(=O)Cc1csc(NC(=O)C2CC2)n1
Z552111886,1224024-R-04,F06,266.339,1.042,1,59.390,3,,CC(Cn1ccnc1)NC(=O)N1CC(C)OC(C)C1
Z423051324,1224024-R-04,F07,292.373,2.091,1,58.640,6,,CC1CCCCC1OCCNC(=O)Cn1ccccc1=O
Z55848443,1224024-R-04,F08,254.286,-0.612,2,87.900,3,,CCCn1c(N)c(N2CCOCC2)c(=O)[nH]c1=O
Z223825146,1224024-R-04,F09,335.401,1.541,1,79.700,5,,CCOCCn1c(N2CCC(C)CC2)nc2c1c(=O)[nH]c(=O)n2C
Z57046199,1224024-R-04,F10,248.321,1.237,1,47.280,7,,CCOCCn1c(CCCO)nc2ccccc21
Z435179102,1224024-R-04,F11,338.425,1.616,2,91.400,3,,CS(=O)(=O)c1ccc(NC(=O)NC2CCN3CCCCC23)cn1
Z821335214,1224024-R-04,G02,331.409,1.699,2,78.510,5,,CNC(=O)c1ccc(=O)n(CC(=O)NC(C)C2CC3CCC2C3)c1
Z434224878,1224024-R-04,G03,319.402,2.336,2,77.570,5,,CN(C)c1ccc(NC(=O)NCCN2CCCCCC2=O)cn1
Z495804782,1224024-R-04,G04,283.390,0.093,2,65.460,4,,Cc1nc(CCNC(=O)N2CCC(CO)CC2)cs1
Z282956164,1224024-R-04,G05,263.292,-0.015,2,78.510,5,,O=C(Cn1ccc(=O)[nH]c1=O)NC(C1CC1)C1CC1
Z435640494,1224024-R-04,G06,294.349,2.074,2,75.720,5,,COc1ncccc1NC(=O)NC(C)CN1CCOCC1
Z31336165,1224024-R-04,G07,330.353,1.532,2,67.510,7,,OCc1nc2ccccc2n1CC(O)COCc1ccccc1F
Z55297911,1224024-R-04,G08,233.309,3.106,2,54.020,2,,Cc1ccc(NC(=O)NC2CCCCC2)nc1
Z223825800,1224024-R-04,G09,335.401,1.581,1,79.700,5,,CCOCCn1c(N2CCCCCC2)nc2c1c(=O)[nH]c(=O)n2C
Z57046206,1224024-R-04,G10,234.294,0.848,1,47.280,6,,COCCn1c(CCCO)nc2ccccc21
Z57187101,1224024-R-04,G11,206.241,0.470,1,47.280,4,,COCCn1c(CO)nc2ccccc21
Z446596120,1224024-R-04,H02,233.309,3.166,2,54.020,2,,O=C(Nc1ccccn1)NC1CCCCCC1
Z282042422,1224024-R-04,H03,296.345,-2.004,3,100.190,6,,Cc1nc(CCNC(=O)CCC2NC(=O)NC2=O)cs1
Z373685674,1224024-R-04,H04,334.413,0.813,2,83.560,6,,CC(=O)NCCCNC(=O)c1ccc(N2CC(C)OC(C)C2)nc1
Z46157356,1224024-R-04,H05,293.792,2.517,1,41.290,4,,OCCn1c(CN2CCCCC2)nc2ccc(Cl)cc21
Z827564114,1224024-R-04,H06,292.377,2.631,2,66.490,5,,CCN1CCC(CNC(=O)Nc2cccnc2OC)CC1
Z364670190,1224024-R-04,H07,347.333,1.256,1,61.880,6,,CC(CNC(=O)Cn1cc(C(F)(F)F)ccc1=O)N1CCOCC1
Z223813982,1224024-R-04,H08,349.428,2.060,1,79.700,5,,CCOCCn1c(N2CC(C)CC(C)C2)nc2c1c(=O)[nH]c(=O)n2C
Z223837870,1224024-R-04,H09,321.375,1.152,1,79.700,4,,COCCn1c(N2CCCC(C)C2)nc2c1c(=O)[nH]c(=O)n2C
Z32445180,1224024-R-04,H10,344.408,1.382,2,91.400,5,,CC1CCCCC12NC(=O)N(CC(=O)NCCc1ccccn1)C2=O
Z137399410,1224024-R-04,H11,268.335,1.976,3,85.290,3,,N=c1sccn1CC(=O)NC(=O)NC1CCCC1
Z363756664,1224024-R-05,A02,306.360,-0.826,1,74.770,5,,CC(=O)N(C)CC(=O)NCc1cccnc1N1CCOCC1
Z275754410,1224024-R-05,A03,211.284,1.775,2,54.020,3,,CC(NC(=O)Nc1nccs1)C1CC1
Z434220236,1224024-R-05,A04,346.427,0.466,3,103.590,5,,NC(=O)CN1CCC(NC(=O)Nc2ccc(N3CCCC3)nc2)CC1
Z254608918,1224024-R-05,A05,220.271,0.090,1,59.810,5,,O=C(Cn1cncn1)NC(C1CC1)C1CC1
Z422678756,1224024-R-05,A06,265.355,0.878,1,63.050,5,,CC1CCCCN1CCNC(=O)C(C)n1cncn1
Z287341454,1224024-R-05,A07,348.344,2.598,1,56.510,7,,COc1ccc(COCC(O)Cn2cnc3cc(F)c(F)cc32)cc1
Z238902258,1224024-R-05,A08,334.327,-0.018,1,101.040,6,,Cn1c(=O)c2c(ncn2CC(O)COCc2ccco2)n(C)c1=O
Z434219916,1224024-R-05,A09,278.350,1.619,3,77.490,5,,CCC(CO)NC(=O)Nc1ccc(N2CCCC2)nc1
Z900728354,1224024-R-05,A10,266.339,1.250,2,70.400,4,,Cc1cc(NC(=O)NCC2CCN(C(C)C)C2)no1
Z827021784,1224024-R-05,A11,276.334,1.426,3,83.120,4,,CC(NC(=O)Nc1cccnc1)C(=O)NC1CCCC1
Z453671638,1224024-R-05,B02,323.387,1.194,1,72.920,7,,COCCOCC(=O)Nc1ccc(N2CC(C)OC(C)C2)nc1
Z403712376,1224024-R-05,B03,233.309,1.005,1,46.920,5,,CC(Cn1ccnc1)NC(=O)CC1C=CCC1
Z435652744,1224024-R-05,B04,280.323,1.765,2,75.720,5,,COc1ncccc1NC(=O)NCCN1CCOCC1
Z422900218,1224024-R-05,B05,277.362,1.449,1,52.650,5,,CC1CCN(CCNC(=O)Cn2ccccc2=O)CC1
Z511318292,1224024-R-05,B06,291.349,0.417,2,77.570,4,,CC(=O)N1CCN(CCNC(=O)Nc2ccccn2)CC1
Z31371493,1224024-R-05,B07,307.346,2.510,1,71.070,5,,Cc1nc2ccccc2n1CC(O)COc1ccc(C#N)cc1
Z196457284,1224024-R-05,B08,238.286,1.289,2,70.400,4,,Cc1cc(NC(=O)NCCN2CCCC2)no1
Z827563206,1224024-R-05,B09,282.362,1.342,3,83.120,4,,CC(NC(=O)Nc1nccs1)C(=O)NC1CCCC1
Z436574938,1224024-R-05,B10,321.415,1.115,1,63.690,7,,CC(C)COC(C)C(=O)NCc1ccc(N2CCOCC2)nc1
Z763178438,1224024-R-05,B11,290.404,3.464,2,57.260,4,,CC1CCCC(CNC(=O)Nc2cccnc2)(N(C)C)C1
Z513250378,1224024-R-05,C02,291.349,-0.096,3,86.360,4,,CNC(=O)CN1CCC(NC(=O)Nc2ccncc2)CC1
Z641276690,1224024-R-05,C03,286.301,1.435,2,58.280,4,,OCc1nc2ccccc2n1CC(O)c1cccc(F)c1
Z32414996,1224024-R-05,C04,266.402,2.682,1,41.990,3,,Cc1nc(CC(=O)NC2CCCCCCC2)cs1
Z434672988,1224024-R-05,C05,265.308,1.776,2,72.480,5,,CCOc1ncccc1NC(=O)NCC1CCOC1
Z641276674,1224024-R-05,C06,304.291,1.578,2,58.280,4,,OCc1nc2ccccc2n1CC(O)c1ccc(F)cc1F
Z62695283,1224024-R-05,C07,317.426,-0.583,1,62.300,5,,CC(C)(C)C(=O)N1CCC(C(=O)NCCc2ccccn2)CC1
Z275750654,1224024-R-05,C08,211.284,1.965,2,54.020,2,,O=C(Nc1nccs1)NC1CCCC1
Z434204850,1224024-R-05,C09,333.386,0.434,2,86.800,4,,O=C(NCC(=O)N1CCCC1)Nc1ccc(N2CCOCC2)nc1
Z840557020,1224024-R-05,C10,345.439,2.254,3,86.360,5,,CC(NC(=O)Nc1cccnc1N1CCCC1)C(=O)NC1CCCC1
Z434205122,1224024-R-05,C11,264.324,1.639,2,66.490,4,,CCCNC(=O)Nc1ccc(N2CCOCC2)nc1
Z31483284,1224024-R-05,D02,238.349,1.564,1,41.990,3,,Cc1nc(CC(=O)NC2CCCCC2)cs1
Z364040590,1224024-R-05,D03,306.360,-0.826,1,74.770,5,,CC(=O)N(C)CC(=O)NCc1ccnc(N2CCOCC2)c1
Z144339782,1224024-R-05,D04,211.218,-0.903,2,78.510,3,,CC(C)NC(=O)Cn1ccc(=O)[nH]c1=O
Z409670918,1224024-R-05,D05,227.283,0.315,2,63.250,3,,O=C(NCC1CCOC1)Nc1nccs1
Z434544770,1224024-R-05,D06,333.429,1.006,2,77.570,5,,CCN(CC)c1ccc(NC(=O)NC2CCN(C(C)=O)CC2)cn1
Z287341078,1224024-R-05,D07,308.280,1.855,1,60.420,6,,OC(COCc1ccco1)Cn1cnc2cc(F)c(F)cc21
Z434216438,1224024-R-05,D08,331.413,0.062,2,77.570,3,,CC(=O)N1CCC(NC(=O)Nc2ccc(N3CCCC3)nc2)CC1
Z511325380,1224024-R-05,D09,305.375,0.356,2,77.570,4,,CC(=O)N1CCN(CCNC(=O)Nc2ncccc2C)CC1
Z914335790,1224024-R-05,D10,302.415,2.555,2,57.260,4,,O=C(Nc1ccncc1)NC1CCN(CC2CCCC2)CC1
Z595322116,1224024-R-05,D11,291.349,0.745,3,86.360,5,,CNC(=O)CCNC(=O)Nc1cccnc1N1CCCC1
Z558228064,1224024-R-05,E02,235.282,0.337,2,63.250,3,,Cc1cccnc1NC(=O)NCC1CCOC1
Z184881390,1224024-R-05,E03,301.383,1.568,1,62.300,5,,O=C(NCCc1ccccn1)C1CC(=O)N(C2CCCC2)C1
Z147200364,1224024-R-05,E04,253.321,0.181,2,85.080,4,,NC(=O)Cc1csc(NC(=O)C2CCCC2)n1
Z495688202,1224024-R-05,E05,281.354,1.630,3,82.280,5,,CC1CN(CCCNC(=O)Nc2cn[nH]c2)CC(C)O1
Z411305662,1224024-R-05,E06,270.351,1.219,2,76.140,5,,CCCc1nnc(NC(=O)NCC2CCOC2)s1
Z434528094,1224024-R-05,E07,304.387,1.348,3,77.490,3,,O=C(Nc1cccnc1N1CCCC1)NC1CCC(O)CC1
Z435645316,1224024-R-05,E08,285.320,0.199,2,97.390,3,,COc1ncccc1NC(=O)NC1CCS(=O)(=O)C1
Z285123528,1224024-R-05,E09,344.408,1.382,2,91.400,5,,CC1CCCCC12NC(=O)N(CC(=O)NCCc1cccnc1)C2=O
Z435642254,1224024-R-05,E10,321.375,1.346,2,86.800,5,,COc1ncccc1NC(=O)NCCN1CCN(C(C)=O)CC1
Z434665588,1224024-R-05,E11,304.387,3.102,2,66.490,4,,CCOc1ncccc1NC(=O)NC1CCN2CCCCC12
Z435650780,1224024-R-05,F02,251.282,1.247,2,72.480,4,,COc1ncccc1NC(=O)NCC1CCOC1
Z356471304,1224024-R-05,F03,289.373,1.821,1,62.300,6,,CC(C)CN1CC(C(=O)NCCc2ccccn2)CC1=O
Z422899724,1224024-R-05,F04,292.420,1.401,1,50.160,5,,Cc1nn(C)c(C)c1CC(=O)NCCN1CCC(C)CC1
Z253446726,1224024-R-05,F05,219.283,0.636,1,46.920,4,,O=C(NCCn1ccnc1)C1CC=CCC1
Z336602862,1224024-R-05,F06,318.295,0.521,2,66.490,5,,O=C(NCc1cccnc1N1CCOCC1)NCC(F)(F)F
Z513756754,1224024-R-05,F07,288.269,2.197,2,57.260,4,,O=C(NCC(F)(F)F)Nc1ccc(N2CCCC2)nc1
Z301095738,1224024-R-05,F08,298.336,2.709,1,53.010,5,,Cn1c(=O)n(CC(O)COc2ccccc2)c2ccccc21
Z33597794,1224024-R-05,F09,289.297,2.959,1,46.920,4,,CC1CCC(NC(=O)Cn2ccc(C(F)(F)F)n2)CC1
Z827563202,1224024-R-05,F10,297.377,1.188,3,96.010,4,,Cc1nnc(NC(=O)NC(C)C(=O)NC2CCCC2)s1
Z909091002,1224024-R-05,F11,334.413,0.936,2,83.560,6,,CCC(C)NC(=O)C(C)NC(=O)c1ccc(N2CCOCC2)nc1
Z558224622,1224024-R-05,G02,221.256,0.398,2,63.250,3,,O=C(NCC1CCOC1)Nc1ccccn1
Z641215038,1224024-R-05,G03,298.336,2.338,1,56.510,5,,COc1ccc(OC)c(C(O)Cn2cnc3ccccc32)c1
Z422646258,1224024-R-05,G04,278.393,1.013,1,50.160,5,,Cc1nn(C)c(C)c1CC(=O)NCCN1CCCCC1
Z435644742,1224024-R-05,G05,321.375,0.753,3,95.590,5,,CNC(=O)CN1CCC(NC(=O)Nc2cccnc2OC)CC1
Z951471968,1224024-R-05,G06,332.358,0.596,1,94.280,5,,CCOCCn1c(-n2nc(C)cc2C)nc2c1c(=O)[nH]c(=O)n2C
Z147200250,1224024-R-05,G07,255.337,0.565,2,85.080,5,,CC(C)(C)CC(=O)Nc1nc(CC(N)=O)cs1
Z641276596,1224024-R-05,G08,302.756,2.005,2,58.280,4,,OCc1nc2ccccc2n1CC(O)c1ccccc1Cl
Z805828626,1224024-R-05,G09,297.377,1.151,3,96.010,5,,Cc1nnc(NC(=O)NCCC(=O)NC2CCCC2)s1
Z344874304,1224024-R-05,G10,336.429,-0.118,1,74.240,6,,Cc1nc(N2CCOCC2)[nH]c(=O)c1CCC(=O)N(C)CC(C)C
Z595301286,1224024-R-05,G11,336.386,2.300,2,92.790,5,,COc1ccc(NC(=O)NCCC(=O)N2CC(C)OC(C)C2)cn1
Z375502292,1224024-R-05,H02,251.282,1.304,2,78.510,4,,O=C(Cn1[nH]c(=O)ccc1=O)NCC1CCCC1
Z641215558,1224024-R-05,H03,312.363,2.607,1,56.510,5,,COc1ccc(OC)c(C(O)Cn2c(C)nc3ccccc32)c1
Z251292230,1224024-R-05,H04,237.298,0.750,1,56.150,4,,Cc1cc(C)n(CC(=O)NCC2CCCO2)n1
Z558593734,1224024-R-05,H05,281.377,1.487,2,70.150,2,,Cc1nnc(NC(=O)NC2CCN3CCCCC23)s1
Z951472046,1224024-R-05,H06,332.358,0.376,1,94.280,4,,COCCn1c(-n2nc(C)c(C)c2C)nc2c1c(=O)[nH]c(=O)n2C
Z240121390,1224024-R-05,H07,235.239,0.694,2,88.240,3,,Cc1cc(C(=O)O)c2c(C)nn(CCO)c2n1
Z31336199,1224024-R-05,H08,326.390,2.443,2,67.510,6,,Cc1cc(C)cc(OCC(O)Cn2c(CO)nc3ccccc32)c1
Z434535198,1224024-R-05,H09,264.324,1.090,3,77.490,4,,CC(O)CNC(=O)Nc1cccnc1N1CCCC1
Z917557108,1224024-R-05,H10,266.316,1.887,1,60.450,4,,CCSc1ccc(NC(=O)C2=COCCO2)cn1
Z1177166077,1224024-R-05,H11,304.387,1.159,2,74.330,5,,Cc1ccc(CCNC(=O)NCC(=O)N2CCCCC2)cn1
Z441042768,1224024-R-06,A02,282.726,0.551,1,67.350,4,,C=CCNC(=O)c1nc(N2CCOCC2)ncc1Cl
Z422429992,1224024-R-06,A03,296.389,1.539,2,74.330,7,,CCCCCNC(=O)Cc1csc(N2CCNC2=O)n1
Z402386306,1224024-R-06,A04,233.309,1.524,2,54.020,4,,O=C(NCCc1ccccn1)NC1CCCC1
Z406644410,1224024-R-06,A05,295.400,0.615,1,62.300,5,,CC(C)c1nc(CC(=O)NCC(=O)N2CCCC2)cs1
